ID_STG_FNT_ITT,NUM_CNPJ,NUM_CMP_CNPJ,NOM_COM,NOM_RAZ_SCL,DAT_INC_DBO
369,15587223381,2057,NMN,NMN,2019-12-19 13:43:41.914
372,15583780524,2873,NMN,NMN,2019-12-19 13:43:41.914
407,1503841845,1717,NMN,NMN,2019-12-19 13:43:41.914
415,2054254194,1734,NMN,NMN,2019-12-19 13:43:41.914
436,8257383429,1751,NMN,NMN,2019-12-19 13:43:41.914
513,1514827891,1717,NMN,NMN,2019-12-19 13:43:41.914
525,1997122073,1870,NMN,NMN,2019-12-19 13:43:41.914
526,14880412902,2023,NMN,NMN,2019-12-19 13:43:41.914
561,2965797764,1700,NMN,NMN,2019-12-19 13:43:41.914
567,1294208759,2822,NMN,NMN,2019-12-19 13:43:41.914
606,6827230804,3315,NMN,NMN,2019-12-19 13:43:41.914
639,667321230,20468,NMN,NMN,2019-12-19 13:43:41.914
642,667321230,27846,NMN,NMN,2019-12-19 13:43:41.914
665,26790897363,3332,MMNPP JP JSTMJP JP RVP PRMNJJ JP SZL S/M,MMNRVSZL,2019-12-19 13:43:41.914
678,4849345149,2584,NMN,NMN,2019-12-19 13:43:41.914
692,1308399815,1921,NMN,NMN,2019-12-19 13:43:41.914
693,18947030162,1717,NMN,NMN,2019-12-19 13:43:41.914
707,19461689743,2499,NMN,NMN,2019-12-19 13:43:41.914
711,16761097742,2482,NMN,NMN,2019-12-19 13:43:41.914
712,5031867723,3196,NMN,NMN,2019-12-19 13:43:41.914
714,442209304,2992,NMN,NMN,2019-12-19 13:43:41.914
747,21083167882,1700,NMN,NMN,2019-12-19 13:43:41.914
752,25086338371,1700,NMN,NMN,2019-12-19 13:43:41.914
776,12586831161,3128,NMN,NMN,2019-12-19 13:43:41.914
812,9543087496,2176,NMN,NMN,2019-12-19 13:43:41.914
814,25403218779,1887,NMN,NMN,2019-12-19 13:43:41.914
839,25443057140,1785,NMN,NMN,2019-12-19 13:43:41.914
874,845318353,2040,NMN,NMN,2019-12-19 13:43:41.914
883,27516617979,2023,NMN,NMN,2019-12-19 13:43:41.914
899,25368497452,2907,NMN,NMN,2019-12-19 13:43:41.914
940,2096005446,1700,NMN,NMN,2019-12-19 13:43:41.914
965,334026489,3383,NMN,NMN,2019-12-19 13:43:41.914
990,2738612552,2414,NMN,NMN,2019-12-19 13:43:41.914
991,3038017419,2601,NMN,NMN,2019-12-19 13:43:41.914
1009,2085317648,1887,NMN,NMN,2019-12-19 13:43:41.914
1011,2100596211,2737,NMN,NMN,2019-12-19 13:43:41.914
12,479285114,1836,PPPPJRJPRTJ,PPPPJRJPRTJ- PPPP JJ JPPN. J PRJJ. MZTZP JPS JZNPV.JJ VNSTVTZVPPJS JVNMNPJVRMS PZMLVPMS JJJJRMVS LTJ,2019-12-19 13:43:41.914
18,4832391542,2295,SVPPPM PPPPSJJ,PPPPJRMTVVM JJ JPPNPMVM J PRJJVTP MZTZP JPS JZNP. JM SJPRJTMRVM JJ JSTMJP JM JMZJNJM JJ MP J PRPMPS,2019-12-19 13:43:41.914
48,22587415194,2244,PRJJVMLVMNÇM,PRJJVMLVMNÇM PPPPJRMTVVM JJ PRÉJVTP RZRML,2019-12-19 13:43:41.914
50,295811730,2720,RMMPMMNK VNTJRNMTVPNML MRMSVL S.M.,RMMPMMNK VNTJRNMTVPNML MRMSVL S.M.,2019-12-19 13:43:41.914
61,110768209,1853,NMN,NMN,2019-12-19 13:43:41.914
64,26125856632,2414,MMNPP SMNTMNJJR,MMNPP SMNTMNJJR S/M,2019-12-19 13:43:41.914
66,4966186693,1870,MMNPP MJRPMNTVL JP MRMSVL SM,MMNPP MJRPMNTVL JP MRMSVL SM,2019-12-19 13:43:41.914
74,921958263,2550,NMN,NMN,2019-12-19 13:43:41.914
98,24078152912,3060,NMN,NMN,2019-12-19 13:43:41.914
102,1749965805,1700,NMN,NMN,2019-12-19 13:43:41.914
120,17765603364,170918,NMN,NMN,2019-12-19 13:43:41.914
127,17765603364,330378,NMN,NMN,2019-12-19 13:43:41.914
181,5145173063,2482,NMN,NMN,2019-12-19 13:43:41.914
199,17484082973,2142,MMNPP MZJP MRMSVL S.M,MMNPP MZJP MRMSVL S.M,2019-12-19 13:43:41.914
210,73246472,1989,MMNPP NJPN S/M,MMNPP NJPN S/M,2019-12-19 13:43:41.914
244,21393802422,2210,NMN,NMN,2019-12-19 13:43:41.914
247,7400202493,2397,NMN,NMN,2019-12-19 13:43:41.914
284,23493468342,3077,NMN,NMN,2019-12-19 13:43:41.914
291,7346581144,2312,NMN,NMN,2019-12-19 13:43:41.914
296,7535018392,1904,NMN,NMN,2019-12-19 13:43:41.914
317,20521669493,3077,NMN,NMN,2019-12-19 13:43:41.914
330,7406055610,2839,NMN,NMN,2019-12-19 13:43:41.914
334,6319474566,1938,NMN,NMN,2019-12-19 13:43:41.914
339,20646566334,2686,NMN,NMN,2019-12-19 13:43:41.914
340,12408155466,1700,NMN,NMN,2019-12-19 13:43:41.914
341,12118122869,2720,NMN,NMN,2019-12-19 13:43:41.914
348,463844422,1768,NMN,NMN,2019-12-19 13:43:41.914
349,19190237823,1853,NMN,NMN,2019-12-19 13:43:41.914
378,707217680,2839,NMN,NMN,2019-12-19 13:43:41.914
382,730635639,2414,NMN,NMN,2019-12-19 13:43:41.914
430,20605092811,1734,NMN,NMN,2019-12-19 13:43:41.914
438,450815146,2550,NMN,NMN,2019-12-19 13:43:41.914
452,502679375,2210,NMN,NMN,2019-12-19 13:43:41.914
465,645158687,2703,NMN,NMN,2019-12-19 13:43:41.914
469,24228636946,1717,NMN,NMN,2019-12-19 13:43:41.914
470,24321219830,2363,NMN,NMN,2019-12-19 13:43:41.914
478,12077600445,2839,NMN,NMN,2019-12-19 13:43:41.914
493,264709550,2482,NMN,NMN,2019-12-19 13:43:41.914
503,1159806708,2550,NMN,NMN,2019-12-19 13:43:41.914
504,1190862937,3298,NMN,NMN,2019-12-19 13:43:41.914
549,2950579891,2788,NMN,NMN,2019-12-19 13:43:41.914
556,2753322941,2414,NMN,NMN,2019-12-19 13:43:41.914
580,1046403108,1938,NMN,NMN,2019-12-19 13:43:41.914
628,872108653,2040,NMN,NMN,2019-12-19 13:43:41.914
650,1044088796,8143,NMN,NMN,2019-12-19 13:43:41.914
655,1571993825,1955,NMN,NMN,2019-12-19 13:43:41.914
729,21119368022,2346,NMN,NMN,2019-12-19 13:43:41.914
760,17783205776,2635,MMNPP SPPVJTJ PJNJRMLJ MRMSVL S.M.,MMNPP SPPVJTJ PJNJRMLJ MRMSVL S.M.,2019-12-19 13:43:41.914
777,12479678342,2210,NMN,NMN,2019-12-19 13:43:41.914
795,93607678,2873,NMN,NMN,2019-12-19 13:43:41.914
800,8719849899,2023,NMN,NMN,2019-12-19 13:43:41.914
834,5769153252,3315,NMN,NMN,2019-12-19 13:43:41.914
841,22846063258,3077,NMN,NMN,2019-12-19 13:43:41.914
853,9543557410,2363,NMN,NMN,2019-12-19 13:43:41.914
860,25757451570,3213,NMN,NMN,2019-12-19 13:43:41.914
875,2082554808,2363,NMN,NMN,2019-12-19 13:43:41.914
889,22537627430,3009,NMN,NMN,2019-12-19 13:43:41.914
933,3310126236,1819,NMN,NMN,2019-12-19 13:43:41.914
953,1991268089,3366,NMN,NMN,2019-12-19 13:43:41.914
973,779722289,3179,NMN,NMN,2019-12-19 13:43:41.914
979,2544807418,1938,NMN,NMN,2019-12-19 13:43:41.914
998,1335947873,2397,NMN,NMN,2019-12-19 13:43:41.914
1000,2453140953,2431,NMN,NMN,2019-12-19 13:43:41.914
1020,1332716564,1870,NMN,NMN,2019-12-19 13:43:41.914
1022,2186049176,2737,NMN,NMN,2019-12-19 13:43:41.914
11,22097389973,3247,PPPPJRMTVVM JJ PRJJVTP RZRML PPPPMVJL,PRJJVPPPPMVJL,2019-12-19 13:43:41.914
14,9549181639,2737,MMNPP JJ LM NMPVPN MRPJNTVNM,MMNPP JJ LM NMPVPN MRPJNTVNM,2019-12-19 13:43:41.914
35,9213558714,1972,MMNPP PZMNMMMRM S/M,MMNPP PZMNMMMRM S/M,2019-12-19 13:43:41.914
37,17130360845,1921,MMNPP PMMP S.M.,MMNPP PMMP S.M.,2019-12-19 13:43:41.914
53,4968618339,2890,NMN,NMN,2019-12-19 13:43:41.914
57,637700753,3060,NMN,NMN,2019-12-19 13:43:41.914
62,9727902996,1700,NMN,NMN,2019-12-19 13:43:41.914
63,21420212109,2448,NMN,NMN,2019-12-19 13:43:41.914
77,3830784012,2040,NMN,NMN,2019-12-19 13:43:41.914
80,1196013495,2193,NMN,NMN,2019-12-19 13:43:41.914
85,11922760025,2992,NMN,NMN,2019-12-19 13:43:41.914
86,20299839162,2890,NMN,NMN,2019-12-19 13:43:41.914
92,2324123550,2992,NMN,NMN,2019-12-19 13:43:41.914
106,17765603364,14433,NMN,NMN,2019-12-19 13:43:41.914
117,17765603364,159630,NMN,NMN,2019-12-19 13:43:41.914
122,17765603364,227817,NMN,NMN,2019-12-19 13:43:41.914
136,2427548269,2618,NMN,NMN,2019-12-19 13:43:41.914
151,2227510850,174488,NMN,NMN,2019-12-19 13:43:41.914
160,9556191912,1955,NMN,NMN,2019-12-19 13:43:41.914
187,13638820061,1802,NMN,NMN,2019-12-19 13:43:41.914
205,12770750183,2142,MMNPP JJ LM PRPVVNPVM JJ MZJNPS MVRJS,MMNPP JJ LM PRPVVNPVM JJ MZJNPS MVRJS,2019-12-19 13:43:41.914
214,1745721551,2057,KRJJVLVP S.M,"KRJJVLVP S.M. - PRJJVTP, JVNMNPVMMJNTP J VNVJSTVMJNTP",2019-12-19 13:43:41.914
217,17562627104,2805,NMN,NMN,2019-12-19 13:43:41.914
221,9711399073,2380,MMNPP RPJPMJNS,MMNPP RPJPMJNS S.M.,2019-12-19 13:43:41.914
246,594641776,2839,NMN,NMN,2019-12-19 13:43:41.914
266,7165769161,2482,NMN,NMN,2019-12-19 13:43:41.914
282,23515317320,2210,NMN,NMN,2019-12-19 13:43:41.914
288,401609139,3196,NMN,NMN,2019-12-19 13:43:41.914
303,124238210,2567,NMN,NMN,2019-12-19 13:43:41.914
318,6950134990,1734,NMN,NMN,2019-12-19 13:43:41.914
323,20665382257,1989,NMN,NMN,2019-12-19 13:43:41.914
333,20632301583,3332,NMN,NMN,2019-12-19 13:43:41.914
351,6567441190,1785,NMN,NMN,2019-12-19 13:43:41.914
361,17302302840,2040,NMN,NMN,2019-12-19 13:43:41.914
403,1268330832,3060,NMN,NMN,2019-12-19 13:43:41.914
437,578258655,3230,NMN,NMN,2019-12-19 13:43:41.914
451,475192296,2380,NMN,NMN,2019-12-19 13:43:41.914
459,374555560,3315,NMN,NMN,2019-12-19 13:43:41.914
489,18112632830,2941,NMN,NMN,2019-12-19 13:43:41.914
492,1041464387,2720,NMN,NMN,2019-12-19 13:43:41.914
506,623955046,3196,NMN,NMN,2019-12-19 13:43:41.914
532,2115154586,2210,NMN,NMN,2019-12-19 13:43:41.914
563,1219353135,2703,NMN,NMN,2019-12-19 13:43:41.914
569,882972741,2771,NMN,NMN,2019-12-19 13:43:41.914
588,3906427450,3264,NMN,NMN,2019-12-19 13:43:41.914
636,667321230,15453,NMN,NMN,2019-12-19 13:43:41.914
637,667321230,17714,NMN,NMN,2019-12-19 13:43:41.914
652,1151773375,3859,NMN,NMN,2019-12-19 13:43:41.914
676,2333776728,2006,NMN,NMN,2019-12-19 13:43:41.914
696,17592292087,3196,NMN,NMN,2019-12-19 13:43:41.914
708,434931128,1785,NMN,NMN,2019-12-19 13:43:41.914
710,13912727325,2788,NMN,NMN,2019-12-19 13:43:41.914
727,12504729440,2380,NMN,NMN,2019-12-19 13:43:41.914
731,15005025078,2907,NMN,NMN,2019-12-19 13:43:41.914
734,15091247361,2210,NMN,NMN,2019-12-19 13:43:41.914
740,1065061815,3213,NMN,NMN,2019-12-19 13:43:41.914
768,19743012169,2754,NMN,NMN,2019-12-19 13:43:41.914
789,315017803,3145,NMN,NMN,2019-12-19 13:43:41.914
802,14695334990,1785,NMN,NMN,2019-12-19 13:43:41.914
811,1756809614,3162,NMN,NMN,2019-12-19 13:43:41.914
827,7631958529,1734,NMN,NMN,2019-12-19 13:43:41.914
854,7667002380,2601,NMN,NMN,2019-12-19 13:43:41.914
888,23186693686,2516,NMN,NMN,2019-12-19 13:43:41.914
891,22856142133,1734,NMN,NMN,2019-12-19 13:43:41.914
898,928505847,3043,NMN,NMN,2019-12-19 13:43:41.914
903,22661665363,2720,NMN,NMN,2019-12-19 13:43:41.914
905,16660171717,3128,NMN,NMN,2019-12-19 13:43:41.914
909,26220787641,2074,NMN,NMN,2019-12-19 13:43:41.914
910,2990624309,1751,NMN,NMN,2019-12-19 13:43:41.914
926,17596957992,3060,MMNPP SPJVSM S.M,MMNPP SPJVSM S.M,2019-12-19 13:43:41.914
981,886129777,2907,NMN,NMN,2019-12-19 13:43:41.914
996,1231472639,2618,NMN,NMN,2019-12-19 13:43:41.914
1001,534165058,2686,NMN,NMN,2019-12-19 13:43:41.914
33,17575301199,2669,MMNPP MJRPJJJS-MJNZ JP MRMSVL,MMNPP MJRPJJJS-MJNZ JP MRMSVL S/M,2019-12-19 13:43:41.914
43,2415242360,2550,MMNPP PSJ S.M.,MMNPP PSJ S.M.,2019-12-19 13:43:41.914
54,224264,1717,NMN,NMN,2019-12-19 13:43:41.914
68,17177675925,1717,NMN,NMN,2019-12-19 13:43:41.914
103,1012355729,3264,NMN,NMN,2019-12-19 13:43:41.914
130,17765603364,439161,NMN,NMN,2019-12-19 13:43:41.914
134,1308160812,3213,NMN,NMN,2019-12-19 13:43:41.914
161,3140501732,3009,NMN,NMN,2019-12-19 13:43:41.914
179,4952944713,2805,NMN,NMN,2019-12-19 13:43:41.914
189,9788477107,3128,NMN,NMN,2019-12-19 13:43:41.914
193,26330219803,2686,NMN,NMN,2019-12-19 13:43:41.914
195,25802197440,2822,NMN,NMN,2019-12-19 13:43:41.914
203,26846632458,1836,MMNPP PRVPVNML,MMNPP PRVPVNML S/M,2019-12-19 13:43:41.914
209,26840664030,2380,MMNPP M J RJNNJR,MMNPP M J RJNNJR SM,2019-12-19 13:43:41.914
263,12050462767,2210,NMN,NMN,2019-12-19 13:43:41.914
272,28137272356,2261,NMN,NMN,2019-12-19 13:43:41.914
273,462787838,2040,NMN,NMN,2019-12-19 13:43:41.914
275,604046414,2040,NMN,NMN,2019-12-19 13:43:41.914
297,19148882790,3060,NMN,NMN,2019-12-19 13:43:41.914
345,12053397562,1700,NMN,NMN,2019-12-19 13:43:41.914
371,473367261,2720,NMN,NMN,2019-12-19 13:43:41.914
390,970726146,1989,NMN,NMN,2019-12-19 13:43:41.914
398,1078116812,2261,NMN,NMN,2019-12-19 13:43:41.914
402,1247704324,2754,NMN,NMN,2019-12-19 13:43:41.914
410,1509185166,2839,NMN,NMN,2019-12-19 13:43:41.914
420,25023079161,3043,NMN,NMN,2019-12-19 13:43:41.914
453,481984374,3349,NMN,NMN,2019-12-19 13:43:41.914
461,586999171,2176,NMN,NMN,2019-12-19 13:43:41.914
463,599036310,2482,NMN,NMN,2019-12-19 13:43:41.914
484,21123827003,2482,NMN,NMN,2019-12-19 13:43:41.914
509,19234587185,2890,NMN,NMN,2019-12-19 13:43:41.914
572,364000702,1819,NMN,NMN,2019-12-19 13:43:41.914
589,4059441968,1717,NMN,NMN,2019-12-19 13:43:41.914
622,1405291400,1870,"PPRTPSJP S/M - PRJJVTP, JVNMNPVMMJNTP J VNVJSTVMJNTP","PPRTPSJP S/M - PRJJVTP, JVNMNPVMMJNTP J VNVJSTVMJNTP",2019-12-19 13:43:41.914
638,667321230,19091,NMN,NMN,2019-12-19 13:43:41.914
675,23882801339,2346,NMN,NMN,2019-12-19 13:43:41.914
682,2953138986,2856,NMN,NMN,2019-12-19 13:43:41.914
690,577309868,2771,NMN,NMN,2019-12-19 13:43:41.914
694,10664173984,1700,NMN,NMN,2019-12-19 13:43:41.914
699,1388458017,1751,NMN,NMN,2019-12-19 13:43:41.914
700,12555990815,2380,NMN,NMN,2019-12-19 13:43:41.914
732,282414268,2091,NMN,NMN,2019-12-19 13:43:41.914
739,13921956540,2363,NMN,NMN,2019-12-19 13:43:41.914
741,611486430,2227,NMN,NMN,2019-12-19 13:43:41.914
787,24087367966,2550,NMN,NMN,2019-12-19 13:43:41.914
791,2280464320,2856,NMN,NMN,2019-12-19 13:43:41.914
792,2280470100,1853,NMN,NMN,2019-12-19 13:43:41.914
817,25690524372,2941,NMN,NMN,2019-12-19 13:43:41.914
833,26818206996,1853,NMN,NMN,2019-12-19 13:43:41.914
845,7672750879,1802,NMN,NMN,2019-12-19 13:43:41.914
893,23464518634,2312,NMN,NMN,2019-12-19 13:43:41.914
925,2691678374,1853,PMRZMNM SM SPPVJJMJJ JJ PRJJVTP JVNMNPVMMJNTP J VNVJSTVMJNTP,PMRZMNM SM SPPVJJMJJ JJ PRJJVTP JVNMNPVMMJNTP J VNVJSTVMJNTP,2019-12-19 13:43:41.914
931,1485103374,2550,NMN,NMN,2019-12-19 13:43:41.914
935,967619685,2499,NMN,NMN,2019-12-19 13:43:41.914
939,1508650227,2703,NMN,NMN,2019-12-19 13:43:41.914
1003,280705700,2006,NMN,NMN,2019-12-19 13:43:41.914
1021,1133325927,2210,NMN,NMN,2019-12-19 13:43:41.914
1023,5012274390,2788,NMN,NMN,2019-12-19 13:43:41.914
55,1988868522,2210,NMN,NMN,2019-12-19 13:43:41.914
89,10280090961,2227,NMN,NMN,2019-12-19 13:43:41.914
97,2353421214,3060,NMN,NMN,2019-12-19 13:43:41.914
100,1617756397,1870,NMN,NMN,2019-12-19 13:43:41.914
135,245524863,2329,NMN,NMN,2019-12-19 13:43:41.914
139,1012357752,1768,NMN,NMN,2019-12-19 13:43:41.914
208,19764421,1819,NMN,NMN,2019-12-19 13:43:41.914
248,22783307775,1734,NMN,NMN,2019-12-19 13:43:41.914
251,23397327868,2465,NMN,NMN,2019-12-19 13:43:41.914
258,7166920537,1717,NMN,NMN,2019-12-19 13:43:41.914
262,11151982286,3230,NMN,NMN,2019-12-19 13:43:41.914
268,7176124031,2839,NMN,NMN,2019-12-19 13:43:41.914
280,22791141987,1955,NMN,NMN,2019-12-19 13:43:41.914
306,18854187178,3383,NMN,NMN,2019-12-19 13:43:41.914
307,6921411858,2210,NMN,NMN,2019-12-19 13:43:41.914
310,7377809617,1751,NMN,NMN,2019-12-19 13:43:41.914
321,7617966305,2295,NMN,NMN,2019-12-19 13:43:41.914
325,7565596037,2567,NMN,NMN,2019-12-19 13:43:41.914
327,20563759164,2210,NMN,NMN,2019-12-19 13:43:41.914
337,7337036919,3196,NMN,NMN,2019-12-19 13:43:41.914
364,14273509723,1955,NMN,NMN,2019-12-19 13:43:41.914
374,15497272709,2329,NMN,NMN,2019-12-19 13:43:41.914
377,659545685,2193,NMN,NMN,2019-12-19 13:43:41.914
396,1019708178,2567,NMN,NMN,2019-12-19 13:43:41.914
406,1373245057,2516,NMN,NMN,2019-12-19 13:43:41.914
423,10715023245,2720,NMN,NMN,2019-12-19 13:43:41.914
433,18709605969,2244,NMN,NMN,2019-12-19 13:43:41.914
434,10716039080,1734,NMN,NMN,2019-12-19 13:43:41.914
439,20628365114,2057,NMN,NMN,2019-12-19 13:43:41.914
443,508709938,2482,NMN,NMN,2019-12-19 13:43:41.914
448,491199428,2193,NMN,NMN,2019-12-19 13:43:41.914
454,5003890789,2465,NMN,NMN,2019-12-19 13:43:41.914
462,697658716,3281,NMN,NMN,2019-12-19 13:43:41.914
468,753222145,3009,NMN,NMN,2019-12-19 13:43:41.914
494,16768414355,2550,NMN,NMN,2019-12-19 13:43:41.914
497,1078651751,2397,NMN,NMN,2019-12-19 13:43:41.914
523,1308902386,2890,NMN,NMN,2019-12-19 13:43:41.914
535,19627685852,3264,NMN,NMN,2019-12-19 13:43:41.914
576,3342316501,3264,NMN,NMN,2019-12-19 13:43:41.914
603,464909965,1972,NMN,NMN,2019-12-19 13:43:41.914
604,6499975007,3111,NMN,NMN,2019-12-19 13:43:41.914
623,14258352540,3230,VNP MMNK,VNP MMNK N.V. JVLVML JJ SÃP PMZLP,2019-12-19 13:43:41.914
625,2153224556,3213,NMN,NMN,2019-12-19 13:43:41.914
627,20149342990,2465,NMN,NMN,2019-12-19 13:43:41.914
641,667321230,26469,NMN,NMN,2019-12-19 13:43:41.914
649,1044088796,6766,NMN,NMN,2019-12-19 13:43:41.914
660,6101057903,5372,NMN,NMN,2019-12-19 13:43:41.914
661,6101057903,6885,NMN,NMN,2019-12-19 13:43:41.914
677,2557827157,2040,NMN,NMN,2019-12-19 13:43:41.914
679,2749123771,1734,NMN,NMN,2019-12-19 13:43:41.914
728,12993145509,2550,NMN,NMN,2019-12-19 13:43:41.914
737,254848581,2380,NMN,NMN,2019-12-19 13:43:41.914
742,734553323,2210,NMN,NMN,2019-12-19 13:43:41.914
745,320142351,2210,NMN,NMN,2019-12-19 13:43:41.914
774,211351480,1887,NMN,NMN,2019-12-19 13:43:41.914
799,2215366203,1700,NMN,NMN,2019-12-19 13:43:41.914
823,23543756654,1785,NMN,NMN,2019-12-19 13:43:41.914
832,26468637798,1853,NMN,NMN,2019-12-19 13:43:41.914
904,22849372886,2873,NMN,NMN,2019-12-19 13:43:41.914
959,1539399827,2431,NMN,NMN,2019-12-19 13:43:41.914
972,2083296093,1989,NMN,NMN,2019-12-19 13:43:41.914
978,2726138445,3094,NMN,NMN,2019-12-19 13:43:41.914
988,313952838,2363,NMN,NMN,2019-12-19 13:43:41.914
67,17555867972,1904,MMNPP MRMJJSPP,MMNPP MRMJJSPP S.M.,2019-12-19 13:43:41.914
83,20882502177,2210,NMN,NMN,2019-12-19 13:43:41.914
109,17765603364,29410,NMN,NMN,2019-12-19 13:43:41.914
110,17765603364,45917,NMN,NMN,2019-12-19 13:43:41.914
143,2467424200,2686,NMN,NMN,2019-12-19 13:43:41.914
154,2227510850,135660,NMN,NMN,2019-12-19 13:43:41.914
162,17612422382,2941,NMN,NMN,2019-12-19 13:43:41.914
165,3779392587,2958,NMN,NMN,2019-12-19 13:43:41.914
185,18010019623,2023,NMN,NMN,2019-12-19 13:43:41.914
186,21143136538,1717,NMN,NMN,2019-12-19 13:43:41.914
201,9858133043,1904,VMVTPNP MMNPP JJ VNVJSTVMJNTP JP MRMSVL,VMVTPNP MMNPP JJ VNVJSTVMJNTP JP MRMSVL S.M.,2019-12-19 13:43:41.914
204,120503752,1717,MMNPP VNTJR,MMNPP VNTJR S.M.,2019-12-19 13:43:41.914
224,9371776966,2431,NMN,NMN,2019-12-19 13:43:41.914
228,23166315140,2771,NMN,NMN,2019-12-19 13:43:41.914
229,18472180331,2907,NMN,NMN,2019-12-19 13:43:41.914
265,7337032295,3315,NMN,NMN,2019-12-19 13:43:41.914
281,22681676590,1700,NMN,NMN,2019-12-19 13:43:41.914
15,157206752,2788,ZNVPRJJ PJNTRML SP/PR,PPPPJRMTVVM PJNTRML JJ JPPNPMVM J PRÉJVTP MÚTZP JMS ZNVPRJJ’S JJ SMNTM PMTMRVNM J JP PMRMNÁ LTJM,2019-12-19 13:43:41.914
19,3316758497,2363,MMNPP RMNJPN,MMNPP RMNJPN SM,2019-12-19 13:43:41.914
23,18013724892,1887,JJZTSPVJ MMNK S.M.,JJZTSPVJ MMNK SM MMNPP MLJMMP,2019-12-19 13:43:41.914
25,8879203054,2754,MMNPP MPJML S.M.,MMNPP MPJML S.M.,2019-12-19 13:43:41.914
31,9822472177,2261,MMNPP JJ VNVJSTVMJNTPS PRJJVT SZVSSJ (MRMSVL) S.M.,MMNPP JJ VNVJSTVMJNTPS PRJJVT SZVSSJ (MRMSVL) S.M.,2019-12-19 13:43:41.914
78,2623348081,2125,NMN,NMN,2019-12-19 13:43:41.914
114,17765603364,132090,NMN,NMN,2019-12-19 13:43:41.914
145,2469754407,2652,NMN,NMN,2019-12-19 13:43:41.914
168,4548968953,2618,NMN,NMN,2019-12-19 13:43:41.914
171,3772241571,3383,NMN,NMN,2019-12-19 13:43:41.914
212,9610498191,1700,NMN,NMN,2019-12-19 13:43:41.914
216,960589760,3111,MMNPP MLJM S.M.,MMNPP MLJM S.M.,2019-12-19 13:43:41.914
260,12066761500,3077,NMN,NMN,2019-12-19 13:43:41.914
312,6260087378,2618,NMN,NMN,2019-12-19 13:43:41.914
331,7380124796,2159,NMN,NMN,2019-12-19 13:43:41.914
342,19149903827,1887,NMN,NMN,2019-12-19 13:43:41.914
360,332956033,1870,NMN,NMN,2019-12-19 13:43:41.914
376,12042406603,1717,NMN,NMN,2019-12-19 13:43:41.914
384,831429302,2108,NMN,NMN,2019-12-19 13:43:41.914
389,988318154,2958,NMN,NMN,2019-12-19 13:43:41.914
397,1010674327,2533,NMN,NMN,2019-12-19 13:43:41.914
399,1227489930,3213,NMN,NMN,2019-12-19 13:43:41.914
412,1049900008,2720,NMN,NMN,2019-12-19 13:43:41.914
413,1694098348,2414,NMN,NMN,2019-12-19 13:43:41.914
441,5058332609,2397,NMN,NMN,2019-12-19 13:43:41.914
